Search_image,Target_image,Matched,Matching_percentage
S309_7JX3.pdb.jpg,S309_7JX3.pdb.tga,Matched,5.473204104903079
S309_7JX3.pdbx90.jpg,S309_7JX3.pdbx90.tga,Matched,7.566089334548769
S309_7JX3.pdby90.jpg,S309_7JX3.pdby90.tga,Matched,10.46770601336303
SR4_7C8V.pdb.jpg,SR4_7C8V.pdb.tga,Matched,5.9625212947189095
SR4_7C8V.pdbx90.jpg,SR4_7C8V.pdbx90.tga,Matched,4.934687953555878
SR4_7C8V.pdby90.jpg,SR4_7C8V.pdby90.tga,Matched,6.074240719910011
STE90-C11_7B3O.pdb.jpg,STE90-C11_7B3O.pdb.tga,Matched,4.293193717277487
STE90-C11_7B3O.pdbx90.jpg,STE90-C11_7B3O.pdbx90.tga,Matched,5.439330543933055
STE90-C11_7B3O.pdby90.jpg,STE90-C11_7B3O.pdby90.tga,Matched,7.643979057591623
Sb16_7KGK.pdb.jpg,Sb16_7KGK.pdb.tga,Matched,4.8478015783540025
Sb16_7KGK.pdbx90.jpg,Sb16_7KGK.pdbx90.tga,Matched,7.98175598631699
Sb16_7KGK.pdby90.jpg,Sb16_7KGK.pdby90.tga,Matched,5.968586387434556
Sb23_7A29.pdb.jpg,Sb23_7A29.pdb.tga,Matched,6.428571428571428
Sb23_7A29.pdbx90.jpg,Sb23_7A29.pdbx90.tga,Matched,5.9639389736477115
Sb23_7A29.pdby90.jpg,Sb23_7A29.pdby90.tga,Matched,4.924760601915184
Sb45_7KGJ.pdb.jpg,Sb45_7KGJ.pdb.tga,Matched,7.102803738317758
Sb45_7KGJ.pdbx90.jpg,Sb45_7KGJ.pdbx90.tga,Matched,8.974358974358974
Sb45_7KGJ.pdby90.jpg,Sb45_7KGJ.pdby90.tga,Matched,5.700123915737299
Sb68_7KLW.pdb.jpg,Sb68_7KLW.pdb.tga,Matched,6.199186991869919
Sb68_7KLW.pdbx90.jpg,Sb68_7KLW.pdbx90.tga,Matched,6.831683168316832
Sb68_7KLW.pdby90.jpg,Sb68_7KLW.pdby90.tga,Matched,7.868525896414343
Ty1_6ZXN.pdb.jpg,Ty1_6ZXN.pdb.tga,Matched,6.25
Ty1_6ZXN.pdbx90.jpg,Ty1_6ZXN.pdbx90.tga,Matched,5.401234567901234
Ty1_6ZXN.pdby90.jpg,Ty1_6ZXN.pdby90.tga,Matched,4.568527918781726
U_7KN5.pdb.jpg,U_7KN5.pdb.tga,Matched,4.032258064516129
U_7KN5.pdbx90.jpg,U_7KN5.pdbx90.tga,Matched,7.536557930258718
U_7KN5.pdby90.jpg,U_7KN5.pdby90.tga,Matched,7.8006500541711805
V_7KN6.pdb.jpg,V_7KN6.pdb.tga,Matched,8.402203856749312
V_7KN6.pdbx90.jpg,V_7KN6.pdbx90.tga,Matched,6.631578947368421
